id,text,annotator_1,annotator_2,annotator_3,label_offensive,label_hate,link
332,Allah ya mayarma da mafificin alkhairi ya kara tsare gaba Amin,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02y7QuWDnrKkR5h37RUgsYa9YdMKVzieAg8CugCmU4PGViv1jMVjybF8dP8EuA43vxl?comment_id=1564690143968048
333,Allah ya miyar Maka duk abinda ka rasa dalilin ceto yaranka,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02y7QuWDnrKkR5h37RUgsYa9YdMKVzieAg8CugCmU4PGViv1jMVjybF8dP8EuA43vxl?comment_id=1564690143968048
334,"allah ya qara tsare mu da zuri,armu baki daya",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0xtJs3884MBkZMszQChuJzqYVGeGv3BTbBqf6FqDcSb6NY4LQLyDxT1Zv5GmKTnB9l?comment_id=654549589411318
335,"Allah ya qara, hakan yayi kyau",1,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02ELbXiRERUppoi5HRLhkzd62FFN3wwCFdd6Acdf7aygjJ2KQJUJjnfhRxh87eqxMMl?comment_id=1486585878519654
336,Allah ya raba nagari da mugu.,1,1,1,1,1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163428016011628
337,Allah ya rabamu da mummunan karshe alfarmar Sayyadina Rasulillah S. A. W,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02XxNCfpAw9D82Z3tg1KXU5qVEWwmYm4o5c6Av6T8AWgCZnPkj14ZgTd4HhBakGZ3dl?comment_id=1243317806235487
338,Abun da kaman wuya Wai raba buhari da talaka😂sai baba Allah ya Kara tsawon Rai...,1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid0Q2SP2zwERExHLzgeFu8qwPws4XuuHrw2VBmJBmZfy4w3LwBZc6hcWGb4uFEJhQQ4l
339,Allah ya sa sune munafuken,1,1,1,1,1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163408172680279
340,Allah ya saka masu azzalumai tsinannu kawai,1,1,1,1,1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163343062686790
341,Balaifisabane munafiki Dan majalisa kune munafukai,1,1,1,1,0,https://www.facebook.com/lbrhausa/posts/pfbid0Q2SP2zwERExHLzgeFu8qwPws4XuuHrw2VBmJBmZfy4w3LwBZc6hcWGb4uFEJhQQ4l
342,Allah Ya saka musu da gaggawa idan su suke da gaskiya,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0pb7y8hc912Xhv5GLeuWtbGssE9oBQ5n19XpiUBHy3KGFuP3RLp8X7SXmVDiXZDGwl?comment_id=163455312675565
343,"Allah ya saka musu,wannan ai zalunci ne !wannan shine kesa zuciya ta debi mutum ya fada ta'addanci sbd daukan fansa.",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0pb7y8hc912Xhv5GLeuWtbGssE9oBQ5n19XpiUBHy3KGFuP3RLp8X7SXmVDiXZDGwl?comment_id=163451356009294
344,Allah ya sakama sojojin da sukayi wanna aiki da alkhairi,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163475136006916
345,Allah ya sakamusu indai basu da laifi da ake zarginsu,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163454876008942
346,allah ya sakawa fulanin dabasudahannu cikin ta addanco,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=1590726284599766
347,Kudakukecewa yaci amananku to Ku matane NASA kukaci amanarsu Ku iya bakinku,1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid0Q2SP2zwERExHLzgeFu8qwPws4XuuHrw2VBmJBmZfy4w3LwBZc6hcWGb4uFEJhQQ4l
348,Allah ya sanya Alkairee ya bada zaman Ify,1,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0VLEiTV5wX3mCN7TwkKT3VvrioJNyj5KLJE9zitsPsbiL4xZk8qc8HKCi49odf3Fkl?comment_id=1691667604561425
349,Allah ya sanya alkairi da albarka a cikin auren.,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0VLEiTV5wX3mCN7TwkKT3VvrioJNyj5KLJE9zitsPsbiL4xZk8qc8HKCi49odf3Fkl?comment_id=1691667604561425
350,Allah ya sauwaka wadan da akakashe allah yajikansa darahama,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0mzCcoKMcnXKPn3mbMCaF6XHMTsuCpSkrG8L5frRD89E6SDSYCezoqyZtt9DJwYUGl?comment_id=520370746205411
351,Allah ya sauwaka yaba su wani wajin zama,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163459286008501
352,Allah ya shege maku gaba cikin lamuran aurenku ya kuma da alkhairi ciki,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0VLEiTV5wX3mCN7TwkKT3VvrioJNyj5KLJE9zitsPsbiL4xZk8qc8HKCi49odf3Fkl?comment_id=1691667604561425
353,Allah ya shiga tsakanin nagari da mugu.Allah ya jikan wadanda suka mutu.su Kuma Allah ya Tona musu asiri.don annabi mohd.,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0mzCcoKMcnXKPn3mbMCaF6XHMTsuCpSkrG8L5frRD89E6SDSYCezoqyZtt9DJwYUGl?comment_id=520370746205411
354,Allah ya shirya Mana alheri cikin rayuwar mu 🤲🤲,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0RK5EAnj7SzQSz4YZ12etVWGtGtByFAzrrUxApcuZeTa3bj1jiZ78vndeDTsBBaDMl?comment_id=5567350863372366
355,Allah ya shiryeka,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163369652684131&reply_comment_id=163510689336694
356,Allah ya tabbatar da alkhairi,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0VLEiTV5wX3mCN7TwkKT3VvrioJNyj5KLJE9zitsPsbiL4xZk8qc8HKCi49odf3Fkl?comment_id=1691667604561425
357,allah ya taimaki musulunci da musulmai afadin duniya,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02FHdxeZcqNue7YJio7knoZT6FwFEJtbGx3UJNoiV9SVtULaPDNGER6S16M72DLMnZl?comment_id=674672497565584
358,"Allah ya taimaki sojan Nigeria ya basu sa'a kan makiya, yanzu kusan duk inda kaga gungun fulani, kana tonawa zaka ga AK47 a tsakanin su, ita ma ak tazama sandan kiwo ne, kaji wai antada fulani hamsin da yan kai daga wani wuri wai yazama abin magana, akwai garuruwan da sunfi shekara dari da kafuwa, fulani yan ta adda sun watsa garin sun kashe yara kanana sun yi ma mata fyade kuma sun kashe su daga baya sun kona mutane da ransu. Ba ko tare da sun yi musu laifin komai ba, sa dan an tada wasu mugaye ko kila masu boye yan taadda, kawai sai wani ya bude tsohon bakin shi yana zagin soja.",1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid0pb7y8hc912Xhv5GLeuWtbGssE9oBQ5n19XpiUBHy3KGFuP3RLp8X7SXmVDiXZDGwl?comment_id=480981683593334
359,Kun matar da yan kano jahilai dai da antaba dan siyasa yace musulunci dan film yace musulunci barawo yace ganima musulunci ka ko wane zakacuci mutum kace musulunci kai kowane dan iska ya tashi yin shegantakar sa sai yace musulunci wani ma ko fatihar kirki be iyaba. Dan allah alumar kano wane irin musulunci mukeyi ne,1,1,1,1,1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=480981683593334
360,Allah ya taimaki sojojin Nigeria kan yan ta'addan fulani,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=690860005621362
361,ALLAH ya taimaki SojojinMu Tabbas Akwai Daliin Yi Masu Haka ALLAH ka kara Tonam 'Yan Ta'addan Fulani Asiri. Shawara Nan gaba idan kuka Rusa Toh ku Banka Masu WuTa.,1,1,1,0,1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163558139331949
362,Allah ya temaki sarki,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163187372702359/?comment_id=163855842635512
363,Ai sai yabar kujerar majalisa Indai da gaske yakeyi dan kunkurun kudu,1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid0Q2SP2zwERExHLzgeFu8qwPws4XuuHrw2VBmJBmZfy4w3LwBZc6hcWGb4uFEJhQQ4l
364,Allah ya tsaremu abun haryakai can,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0mzCcoKMcnXKPn3mbMCaF6XHMTsuCpSkrG8L5frRD89E6SDSYCezoqyZtt9DJwYUGl?comment_id=520370746205411
365,Allah ya tsine uwar mai karya,1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid02Yaqo6GcZNvskPuc1nYGFtAzjCkppb8XLtjXrRW7kNcYRwcVNLScf8Skuh3aQQeCtl?comment_id=2135426103296978
366,Allah ya zaunar da ita,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0VLEiTV5wX3mCN7TwkKT3VvrioJNyj5KLJE9zitsPsbiL4xZk8qc8HKCi49odf3Fkl?comment_id=1691667604561425
367,Allah ya zaunar Mana da qasar mu,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02GvKhYGySGvBj2NZDntVkSivp9vpMGkcA2P6dFQwRNTRjYz9crMqEq3iF1MdJCaA8l?comment_id=1822652814733598
368,allah yabada zaman lpy,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0VLEiTV5wX3mCN7TwkKT3VvrioJNyj5KLJE9zitsPsbiL4xZk8qc8HKCi49odf3Fkl?comment_id=1691667604561425
369,Marasa kunya buhari aiba masari bane ina security votes da ake turo maku?gwabnoni na sayen motoci masu sulke suna badawa wasu suna recruiting yan viglantee 2000 dubu biyu don tsare al umma ku mekuke?babagana zulum yagama tonama duk wani gwabna asiri kufito akaremu daku sai mugane kuna kishinmu security forces nawa aka turo kunbi kun tabbatar da suna aiki?anma kuna gani ana masu amnesty su barayin me kukai?alkalai nata cin karensu bakudau matakiba?kulba na banna ana cewa jabace mu ba jahilaibane da ilminmu.,1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid0Q2SP2zwERExHLzgeFu8qwPws4XuuHrw2VBmJBmZfy4w3LwBZc6hcWGb4uFEJhQQ4l
370,Allah yaban yana gaskiya tsakanin su,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163452912675805
371,Allah yabayyana gaskiyar lamarin,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163479056006524
372,Allah yacare yy kiyaye,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0mzCcoKMcnXKPn3mbMCaF6XHMTsuCpSkrG8L5frRD89E6SDSYCezoqyZtt9DJwYUGl?comment_id=520370746205411
373,Allah yadaura aure yasa ace gwara da akay,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0VLEiTV5wX3mCN7TwkKT3VvrioJNyj5KLJE9zitsPsbiL4xZk8qc8HKCi49odf3Fkl?comment_id=1691667604561425
374,ALLAH YAFARA HUKUNTASHU TUN DAGA DUNIYA. ALLAH YAKAREMU DAGA SHERIN SHEDAN.,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02XxNCfpAw9D82Z3tg1KXU5qVEWwmYm4o5c6Av6T8AWgCZnPkj14ZgTd4HhBakGZ3dl?comment_id=1243317806235487
375,Allah yajha Dana basuda I man I kokadam,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=306511528088037
376,Allah yaji qansu da rahma,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02iakKnSFq2KG4Y1cZeQENm52Cb3yfZXHddqY8VfY6GCyYseJvnwnhcFTaeZAVw7yol?comment_id=1118663475685163
377,"Allah yajikan malam BabanGida Allah yasa mutuwa hutuce ,, Alh basiru Allah ya kubutar daci",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0mzCcoKMcnXKPn3mbMCaF6XHMTsuCpSkrG8L5frRD89E6SDSYCezoqyZtt9DJwYUGl?comment_id=520370746205411
378,ALLAH YAJIKANSU AMEEN,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02iakKnSFq2KG4Y1cZeQENm52Cb3yfZXHddqY8VfY6GCyYseJvnwnhcFTaeZAVw7yol?comment_id=1118663475685163
379,Allah yajikansu da raham,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02iakKnSFq2KG4Y1cZeQENm52Cb3yfZXHddqY8VfY6GCyYseJvnwnhcFTaeZAVw7yol?comment_id=1118663475685163
380,Allah yajikansu da rahama yakarbi shadars,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02iakKnSFq2KG4Y1cZeQENm52Cb3yfZXHddqY8VfY6GCyYseJvnwnhcFTaeZAVw7yol?comment_id=1118663475685163
381,Allah yajikansu darahama,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02iakKnSFq2KG4Y1cZeQENm52Cb3yfZXHddqY8VfY6GCyYseJvnwnhcFTaeZAVw7yol?comment_id=1118663475685163
382,Allah yajikansu sukuma wadanda akatafidasu Allah yakubutar dasu Baki daya,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0mzCcoKMcnXKPn3mbMCaF6XHMTsuCpSkrG8L5frRD89E6SDSYCezoqyZtt9DJwYUGl?comment_id=520370746205411
383,Allah yajikansu yaymasaran mafita,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0mzCcoKMcnXKPn3mbMCaF6XHMTsuCpSkrG8L5frRD89E6SDSYCezoqyZtt9DJwYUGl?comment_id=520370746205411
384,Allah yajiqan musulmai. Su Kuma Allah yakubutar dasu,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0mzCcoKMcnXKPn3mbMCaF6XHMTsuCpSkrG8L5frRD89E6SDSYCezoqyZtt9DJwYUGl?comment_id=520370746205411
385,Allah Yajiqan Musulmai 😥,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02iakKnSFq2KG4Y1cZeQENm52Cb3yfZXHddqY8VfY6GCyYseJvnwnhcFTaeZAVw7yol?comment_id=1118663475685163
386,"ALLAH YAJIQANSA YA KYAUTATA TAAMU INTAZOMANA YASA MUCIKADA KALMAR SHAHAADA AMIIN, SHIDA SUKA DAUKE ALLAH YAKUBUYARDASHI,SUKUMA ALLAH YAHADASU FADA DA JUNANSU ,YAKARYASU ,YATONAMUSU ASIRI AMIIN",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0mzCcoKMcnXKPn3mbMCaF6XHMTsuCpSkrG8L5frRD89E6SDSYCezoqyZtt9DJwYUGl?comment_id=520370746205411
387,Allah yakara basu nasara,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163427049345058
388,Allah yakara karemu da miyagun kaddarori,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02iakKnSFq2KG4Y1cZeQENm52Cb3yfZXHddqY8VfY6GCyYseJvnwnhcFTaeZAVw7yol?comment_id=1118663475685163
389,Allah yakara musu zaman lfy da kaunar juna,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0NrE7ThXu9BRiwF8fNFzbhjePo427zX5zWbo43dn5kqVhXGGmztd8ce2UXbRiTDfPl?comment_id=1408101056260107
390,Allah yakara tona maku asiri diyan banxa haihuwar hasara,1,1,1,1,1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163354709352292&reply_comment_id=163358639351899
391,Allah yakare malan daga sherin mahassada,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02S5dYKVQ6ddMbSbM7Ldawp96PkLH2amWvV2A9LWrEKght9wV7fNvUdyLmxJDAE8Xml?comment_id=650896616528068
392,Shi kuma Dan majalisar Amanar wa yaci?Ba ka gane gurgu a mota,1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid0Q2SP2zwERExHLzgeFu8qwPws4XuuHrw2VBmJBmZfy4w3LwBZc6hcWGb4uFEJhQQ4l
393,Allah yakawo mafita Allah yasaka maka da alhairi Allah yakubutar dasu cikin gaggawa,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02y7QuWDnrKkR5h37RUgsYa9YdMKVzieAg8CugCmU4PGViv1jMVjybF8dP8EuA43vxl?comment_id=1564690143968048
394,Allah yakawo muna karshin bala innan alfatman manzan Allah s A W,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0mzCcoKMcnXKPn3mbMCaF6XHMTsuCpSkrG8L5frRD89E6SDSYCezoqyZtt9DJwYUGl?comment_id=520370746205411
395,Allah yakawosauki anajeriya daduniya gabadaya Amen,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163444162676680
396,Allah yakwauta,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163438232677273
397,Allah yakyauta Allah yakwaci mlm,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02S5dYKVQ6ddMbSbM7Ldawp96PkLH2amWvV2A9LWrEKght9wV7fNvUdyLmxJDAE8Xml?comment_id=650896616528068
398,Allah yamaidamasu aniyarsu sojojin,1,1,1,1,1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163443676010062
399,Allah yamasu mafita baki data ya musanyamaka da mafi alkhairi,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02y7QuWDnrKkR5h37RUgsYa9YdMKVzieAg8CugCmU4PGViv1jMVjybF8dP8EuA43vxl?comment_id=1564690143968048
400,Allah yaqara nauyin qasa wannan hukuncin Allah ne tun'anan duniya,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02XxNCfpAw9D82Z3tg1KXU5qVEWwmYm4o5c6Av6T8AWgCZnPkj14ZgTd4HhBakGZ3dl?comment_id=1243317806235487
401,"Allah yaqara wa sojojin Mu lafiya danisan kwana Al farmar ANNABI MUHAMMADU S,A,W",0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163553885999041
402,allah yarahama masu,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163553885999041
403,"Allah yasa adace. Yan mata Sai a rage girman Kai, sbida ba a San mata da Neman saurayi ba . Wannan ba karamin masifa bney",1,1,1,1,2,https://www.facebook.com/lbrhausa/posts/pfbid02iMXuu9aCXZVpkyufdz9N2zLcUBGSinn3KDgBpxAZzSJXMeH8nhz7eXc3amrAHEH8l?comment_id=2184932538381820
404,Allah yasa Albarka yabasu zaman lafiya da zuriyya dayyiba yasa gidan zamanta ne,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0VLEiTV5wX3mCN7TwkKT3VvrioJNyj5KLJE9zitsPsbiL4xZk8qc8HKCi49odf3Fkl?comment_id=1691667604561425
405,Allah yasa alhairi rukayya Amma rukayya Yaya za ayi da Umar shikenan Sai abarwa proxdo komai kenan🏃🏃🏃🏃,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0VLEiTV5wX3mCN7TwkKT3VvrioJNyj5KLJE9zitsPsbiL4xZk8qc8HKCi49odf3Fkl?comment_id=1691667604561425
406,Allah yasa Alkairi dan Allah wanima yayi koyi dashi kuringa aurensu,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0VLEiTV5wX3mCN7TwkKT3VvrioJNyj5KLJE9zitsPsbiL4xZk8qc8HKCi49odf3Fkl?comment_id=1691667604561425
407,Allah yasa C.ronaldo ya musulunta kafin agama gasar,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02FHdxeZcqNue7YJio7knoZT6FwFEJtbGx3UJNoiV9SVtULaPDNGER6S16M72DLMnZl?comment_id=674672497565584
408,Allah yasa dae Tana da kudi,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02FFtcXKYSXNW5DsM69BmE1htRRPAXa3TmjFdxxaKt99DCoMDa3YMkWRDdEaCWhp8vl?comment_id=1110706949816326
409,allah yasa duk akarar dasu k,1,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163324389355324&reply_comment_id=163363782684718
410,Allah yasa kamusu gachan wa enda zasunema Amma suna wulakanta wa endabasujibabasuganiba dukwanda yai irinwannan shekarun awaje ai bazai nemitashinhankalibah,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163439536010476
411,"Allah yasa kar tai gamo da dan xariya ,🙈 Dan zariya gidan wauta😂😂",1,1,1,1,0,https://www.facebook.com/lbrhausa/posts/pfbid02iMXuu9aCXZVpkyufdz9N2zLcUBGSinn3KDgBpxAZzSJXMeH8nhz7eXc3amrAHEH8l?comment_id=2184932538381820
412,"Allah yasa masu hankali sugane wanna bayani bawai ana so mu ilmanta bane,a a ana nuna mana cewa Fulani zuwa kano sukayi ba yan qasa bane,anasone a haifar da rikici tsakanin bahaushe da bafullace sabida a karya qarfinsu,Allah ya ganar damu,yakuma tona asirin masu wanna aniyar",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02kNvqkxbccYe7mwVhmmLLLVpQ3pnuspWFFTrab1CpVq7kT4AepW3s9FGxvyZ5uWgel?comment_id=163298819357881
413,"Nafahimci mata da yan jarida suna bukatar komawa isilamiyya domin akwai jahilci atare dasu banda jahilce ita matar batasan cewa daga lokacin data aure namiji duk wani bangare najikinta ubangiji yahallamasa jin dadi dashi banda duburarta ,amma saboda mutane basuda ilimi wai wannan abin yadawane",1,1,1,1,2,https://www.facebook.com/lbrhausa/posts/pfbid0rF5YLUawMmaYaZXbmvMCEfiayZMMiipUEhqsXMk6fH276DxAYFR4tjbKNSyhs8mSl
414,Allah yasa ta iya kiyaye farjinta daga zina,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0RK5EAnj7SzQSz4YZ12etVWGtGtByFAzrrUxApcuZeTa3bj1jiZ78vndeDTsBBaDMl?comment_id=5567350863372366
415,Allah yasaka musu tun aduniya,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163346379353125
416,"Allah yasaka musu, shi gandujen sunan mutum dubu nawa ya bata aikin banza",1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid02ELbXiRERUppoi5HRLhkzd62FFN3wwCFdd6Acdf7aygjJ2KQJUJjnfhRxh87eqxMMl?comment_id=1486585878519654
417,Allah yasakamasu da zaluncin da akaimasu,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=339947351280711
418,Allah yasakawa Fulani dadukwanda akazalunta,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=273951671502464
419,Allah yasanya Albarka kuma ya amfana,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=273951671502464
420,Allah yasanya Alkairi,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0VLEiTV5wX3mCN7TwkKT3VvrioJNyj5KLJE9zitsPsbiL4xZk8qc8HKCi49odf3Fkl?comment_id=1691667604561425
421,Allah yasauwaqe amen,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02ELbXiRERUppoi5HRLhkzd62FFN3wwCFdd6Acdf7aygjJ2KQJUJjnfhRxh87eqxMMl?comment_id=1486585878519654
422,ALLAH Yatona musu asiri kuma sunyi daidai,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163506322670464&reply_comment_id=163538346000595
423,Allah yayi maka jagoranci allah ya kawo karshen wannan masifa,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02y7QuWDnrKkR5h37RUgsYa9YdMKVzieAg8CugCmU4PGViv1jMVjybF8dP8EuA43vxl?comment_id=1564690143968048
424,Allah yayi mana maganin duk wata masifa😭😭😭,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0mzCcoKMcnXKPn3mbMCaF6XHMTsuCpSkrG8L5frRD89E6SDSYCezoqyZtt9DJwYUGl?comment_id=520370746205411
425,Allah yayi Mana maganin su,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0mzCcoKMcnXKPn3mbMCaF6XHMTsuCpSkrG8L5frRD89E6SDSYCezoqyZtt9DJwYUGl?comment_id=520370746205411
426,Allah yayi mana tsari da irin wannan mutuwan.,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02iakKnSFq2KG4Y1cZeQENm52Cb3yfZXHddqY8VfY6GCyYseJvnwnhcFTaeZAVw7yol?comment_id=1118663475685163
427,Allah yayi mass mafita,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=229244652720053
428,Allah yayi musu abinda sukayi ma mutane,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0mzCcoKMcnXKPn3mbMCaF6XHMTsuCpSkrG8L5frRD89E6SDSYCezoqyZtt9DJwYUGl?comment_id=520370746205411
429,Allah yayimana maganinsu ameen,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0mzCcoKMcnXKPn3mbMCaF6XHMTsuCpSkrG8L5frRD89E6SDSYCezoqyZtt9DJwYUGl?comment_id=520370746205411
430,Allah yyi mn mgninsu cikin gaggawa,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0mzCcoKMcnXKPn3mbMCaF6XHMTsuCpSkrG8L5frRD89E6SDSYCezoqyZtt9DJwYUGl?comment_id=520370746205411
431,Allah zai saka masu,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163356749352088
432,Allah zaisakamasu cikin gaggawa,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=4628895833813953
433,Allah zaka godema bawai ka nunawa duniya ba yayana,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0NrE7ThXu9BRiwF8fNFzbhjePo427zX5zWbo43dn5kqVhXGGmztd8ce2UXbRiTDfPl?comment_id=1408101056260107
434,Allah. Dai. Ya. Kawo. Mana. Sauki. Da. Ramgame. Aneen,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163348362686260
435,Allahu akabar Allah yakanmi shahaddarsu Allah yamusu rahama bakin daya,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02iakKnSFq2KG4Y1cZeQENm52Cb3yfZXHddqY8VfY6GCyYseJvnwnhcFTaeZAVw7yol?comment_id=1118663475685163
436,Allahu Akbar Allah Mai iko.,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0xtJs3884MBkZMszQChuJzqYVGeGv3BTbBqf6FqDcSb6NY4LQLyDxT1Zv5GmKTnB9l?comment_id=654549589411318
437,Allahu akbar Allah megirma,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0xtJs3884MBkZMszQChuJzqYVGeGv3BTbBqf6FqDcSb6NY4LQLyDxT1Zv5GmKTnB9l?comment_id=654549589411318
438,Allahu Akbar Allah ya sa a same su cikin koshin lafiya ya kuma yayi mana wannan bala'in.,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02y7QuWDnrKkR5h37RUgsYa9YdMKVzieAg8CugCmU4PGViv1jMVjybF8dP8EuA43vxl?comment_id=1564690143968048
