id,message,translation,date,like,count,language,url,human-eval,sub-category,classe
962,Zaluci baya dorewa ayi de mugani anbar jaki a nadukan tiki Allah yasakawa woda a kazaluta," Sadness doesn't last long, it's bad, it's a donkey in every corner, God bless you",2022-01-13T08:14:34+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163461712674925,0,racist,1
964,"Ana neman kasarnan da rigima, a kiyaye!"," The country is being searched for with controversy, be careful!",2022-01-12T17:58:19+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163327442688352,0,terrorist,1
965,Ga shawara ga Fulani duk bahillacen da ya rasa wurin zama ina bashi shawara yayi daura,"Here is my advice to the Fulani, all the poor people who have lost their place to stay, I advise them to stay away",2022-01-13T11:25:29+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163500292671067,0,terrorist,1
969,Aitanan sukafi korewa daman, Aitanan often rejected the opportunity,2022-01-12T21:57:55+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163368502684246,0,racist,1
970,Kusani. Wonnan bazei jaifarda damai idoba, Almost. This will not spoil the eyes,2022-01-12T21:09:41+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163361392684957,0,terrorist,1
972,Kaga matslar najeriya kenan Jami an tsaro bass tantance masu laifi, Look at the problem of Nigeria,2022-01-13T12:56:05+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163520632669033,0,hateful,1
973,Allah ya sakamusu indai basu da laifi da ake zarginsu, May God find them where they are innocent of what they are accused of,2022-01-13T07:34:28+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163454876008942,0,racist,1
983,Bai kamata ba ya kamata afara bincike akansu idan macutane a ladabtaddasu, It should not be necessary to open an investigation on them if they are in need of punishment,2022-01-13T18:59:18+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=624889161896588,0,terrorist,1
985,"Kaga ana haka 
Tayaya
Zaman 
Lafiya
Zaisamu

Allah yakyauta
1"," If this is the case, peace will come to us, may God bless us 1",2022-01-12T19:03:49+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163339062687190,0,terrorist,1
986,Ruwa baya tsami banza, Water is not sour for nothing,2022-01-12T17:41:02+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163324829355280,0,hateful,1
993,Mine laifin wadannan bayin Allaah?, What is the fault of these servants of Allah?,2022-01-12T22:24:04+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163372342683862,0,terrorist,1
997,Abanza ai yaran su na daji, In vain are their wild children,2022-01-14T23:07:39+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=610566873333876,0,hateful,1
1005,Baga banza sojoji sunka rusaba a tambayesu dalili don do wasu fulani basuda Amana," In vain, the soldiers were disorganized when they were asked the reason why some fools did not trust Amana",2022-01-14T10:11:51+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=631294381505516,0,hateful,1
1019,Hakan zalunchi ne, That is cruelty,2022-01-13T11:56:12+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163505836003846,0,hateful,1
1020,"Ba dadewar ba, kuma kafin ace zalunci binciki meye hujja"," Not for a long time, and before it is wrong to investigate what is the proof",2022-01-13T06:30:36+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163443742676722,0,terrorist,1
1024,"To Yaya zamu yi yan uwan mu Fulani sun jawo Mana
da Bata gari ckikn mu suka had a Kai da wasu mutanen banza ake kashekashen Jamaah Kuma suka buya aka bar mu Fulani da makamai a hannu su Kuma suka gudu.
Kowa Sai yace Fulani Fulani ko Ina.
Dan haka kowa ya gan mu yaga yan Taadda ko a kasuwa masallaci a garin ko a jeji.
Kowa yaga Alamun mu Sai ya shirya korar mu Babu laifin tsaye balle na zaune.
Wai zamu kashe Shi zamu Kona gari.
Haka ba laifin sojin bane yan uwan mu suka jawo Mana.
An daina maganar fadan Fulani da makiyaya Sai korar Fulani kawai.","So what should we do, our Fulani brothers have dragged Mana and Bata into our town and joined Kai and some other people to kill the Jamaah. Everyone says Fulani Fulani or Ina. That's why everyone saw us and saw Taadda people whether in the market, the mosque in the town or in the desert. Everyone saw our signs and prepared to kick us out. There is nothing wrong with standing or sitting. He said we will kill him and burn the city. It is not the fault of the army that our relatives have brought us. There is no talk of fighting between Fulani and herdsmen, only the expulsion of Fulani.",2022-01-13T08:07:54+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163460639341699,0,terrorist,1
1026,Ammah kai esmail jahiline kai wawan banza jaki daqiqi kau mar tausayi ko chikin danginku duk fulani sufisu komai aduniya wawa," Amma, Esmail, the ignorant, you are a stupid fool, don't have any pity for your family, all of them are Sufis, no matter what, the world is stupid.",2022-01-14T12:08:28+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=6928188903918363,0,racist,1
1028,Atadasu yayan mage, Atadasu brother of the mage,2022-01-13T15:04:47+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163554615998968,0,hateful,1
1033,"Kadanma sukayi masu .
Ae mun Dena tare ma miyagu fada .",They were shocked. Ae we Dena fight bad guys together.,2022-01-13T09:54:46+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163481182672978,0,hateful,1
1045,Barri in gayama gaskiyan alamarin fulanin daji bassu da amana, Let me tell you the truth about wild flower signs,2022-01-13T17:42:49+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=306507771421746,0,racist,1
1050,Wai dan Allah me isa mafi yawancin Fulani basa fadar alkairi daga maganar jawo bala I sai maganar kisa haba," Son of God, why is it enough that most of the Fulani people don't talk about causing calamity except killing people?",2022-01-13T09:15:40+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163474242673672,0,hateful,1
1051,Toh meyasa yan ta'adda basa kaimusu hari., So why don't the terrorists attack them.,2022-01-13T21:52:50+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=3053336151600048,0,hateful,1
1052,"Idan har an same su ko Kuma ana zargin su da laifi wannan abu yayi kyau, 
Amma kuwa idan akasin haka ne to Sai dai muce Allah ya sauwake,
Domin wannan lamari barazana ne ga sha'anin tsaron qasa"," If they are found or accused of a crime, this is good, but if it is the opposite, then we must say that God will make it easy, because this case is a threat to the security of the country.",2022-01-12T21:21:39+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163363159351447,0,hateful,1
1059,Wannan rashin hankali ne da zalunci., This is irrational and cruel.,2022-01-12T20:15:00+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163351056019324,0,terrorist,1
1076,Ana musu haka ba dole su ma su dami mutane ba, They are told that they don't even have to bother people,2022-01-13T07:50:38+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163457579342005,0,hateful,1
1084,Hakan yayi kyu su dawo cikin gari ba fulani suke cewa an barsu da jahilci toh du dawo cikin gari suyi makaranta," That's why they should come back to the city, they are not saying that they were left with ignorance, so they should come back to the city to go to school",2022-01-16T07:36:39+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=1034510767129940,0,terrorist,1
1090,Zalumcine kawai, Just oppress me,2022-01-12T16:54:39+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163315626022867,0,terrorist,1
1094,"Dole ne Al'ummomin fulani manyan su,su tashi tsaye domin samo mafita a cikin wannan yanayi da suke ciki,Fulani mu samman na daji suna cikin wannan harka ta banditry sune gaba-gaba cikin wannan ta'addanci,amma gonati tayi a hankali kada siyasa tasa su kara jefa wasu wadanda basa cikin harka shiga saboda rasa madafa,Idan sun shiga gari sai ana kyamarsu saboda yan uwansu yan ta'adda,sun zanna daji yan sakarai da jami'ai sun bisu sun kone masu muhalli sun koshe dukiyoyin su.
Bamu sani kai tsaye wata kila suna cikin masu barna ko kuma suna taimakawa masu barna,idan an dauki mataki abune mai kyau akan su,amma fa idan akaci zalin wanda bashi hakki to akwai yiwu shima ya fada cikin wannan ta'addanci saboda bashi tudun dafawaa,ga kuma Jahilci da yayi masu kaka gida,basu san ilimin addini ba barantana na boko.
Allah kawo mana karshen wannan mugun yanayi na tsaro da muke ciki,Allah tona asirin basu fitinar.","The Fulani communities must stand up to find a way out of this situation they are in, the Fulani and the wild people are in this case of banditry and they are at the forefront of this terrorism, but please be careful not to His politics is to throw some people who are not in the case to join because they have no opportunity. When they enter the town, they are hated because of their relatives who are terrorists. We do not know directly, maybe they are among the vandals or they are helping the vandals, if action is taken against them, it is a good thing, but if someone who has no rights is oppressed, then there is a possibility that he will also fall into this terrorism because he has no right to do so. , and the Ignorance of those who live in the house, they do not know the knowledge of religion or secular knowledge. May God bring an end to this terrible situation of security that we are in, may God reveal the secrets of the tribulations.",2022-01-13T09:13:12+0000,1,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163473526007077,0,hateful,1
1095,"Ni a tawa fahimtar Tayar dasu ba daidai bane amma fah nima bawai ina son Fulanin bane saidai abinda nake gani shine bazai yiwu Bafullatanin da yake kusa da Jaji yayi ta'addanci ba, amma nesantasu da wannan wurin zai iya sanyawa su dauki makami. 

Shekara 52 tabbas da ace sunada niyyar ta'addanci to da zuwa yanzu Allah kadai yasan Barnar da suka aikata. Gsky ba'a sanya hikima ba a wannan wajen. 

Duk da cewa su Fulani fah kam gsky duk ta'addancin da ake a Arewacin Nigeria in banda a north-east to kaso 98 dinsu Fulani ne sukeyi amma fah hakan baya nuna duk ilahirin Bafulatani dan ta'adda ne.","In my understanding, raising them is wrong, but I don't like the Fulani either, except what I see is that it is not possible for the Fulani near Jaji to commit terrorism, but keeping them away from this place can make them take up arms. 52 years ago, if they had the intention of terrorism, by now only God knows the damage they have done. Gsky did not put wisdom in this area. Although the Fulani know that all the terrorism in Northern Nigeria, except in the North-East, 98 percent of them are carried out by Fulani, but that does not show that all Fulanis are terrorists.",2022-01-13T14:46:02+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163550989332664,0,hateful,1
1096,Wannan rashin a dalcine gaskiya don wasu tsiraru daga cikin kabilanka zuyi ba daidaiba sai kawai amuku kudin goro," This lack of truthfulness for some minority of your tribe will not be right, it will only cost you a lot of money",2022-01-12T18:27:20+0000,1,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163332832687813,0,hateful,1
1098,"To itade Duniya  Bawurin zamabace 
Ba kobadade kowa zai girbi Abinda yashuka Akwai ranar karshe zuwa Kuma shi ubangiji yasan Abinda kake  boyewa", The world is a strange place. No one will reap what he sows. There will be a final day and God knows what you are hiding.,2022-01-13T07:54:45+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163458356008594,0,hateful,1
1099,Irin abinda ke kawo fushin Allah kenan yanzu mezesa suyi addua  Allah be karba ba lefin me sukayi," This is the kind of thing that brings the anger of God now, why do they pray to God and not receive it, because of what they have done",2022-01-12T18:49:37+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163336529354110,0,terrorist,1
1102,"Koma shekara nawa sukayi Dan taadda Dan,taddane Allah karuguza mugun Shirin fulani akan alummah"," No matter how many years they have been harassing Dan, may God destroy the evil plan of Fulani against the world",2022-01-12T21:54:49+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163368126017617,0,hateful,1
1104,"Yan Karkara sun shiga uku, suna tsakanin yan ta'adda da yan tsaro, yan ta'adda su kashe su don suna zargin cewa su suke ba sojoji sirrin su, kuma sojoji su kama su ko su kashe su, cewa su suke boye yan ta'adda. Irin abubuwan da suka yi mana a Borno State, maimakon su shiga jeji su yaki yan ta'adda sun zo suna rushe gidaje. Duk sun kori mazaunan karkara.

Allah Ya Kawo Mana Ɗauki 👏"," The people of Karkara are between the terrorists and the security forces. 'adda. The same things they did to us in Borno State, instead of going into the desert to fight the terrorists, they came and destroyed houses. They have all driven out the rural residents. God has brought us a gift 👏",2022-01-13T07:14:22+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163451456009284,0,hateful,1
1107,Ruwa Bata tsami banza su auna kansu, The water is not sour and they should weigh themselves,2022-01-15T06:53:34+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=742149103427395,0,hateful,1
1109,"Wannan bai kamata ba Sam... Ai ba kowani bafulatani bane dan ta'adda. A kowani kabila suna da batattun su. Inyamurai yawancin su barayi ne kuma ritualist sannan su suka soma kidnapping a kasar nan, toh meyasa su ba'a rusa musu gidaje ana kashesu sai wadda aka kama da laifi kawai ake hukuntawa?","This should not be, Sam... Not every Palestinian is a terrorist. In every race they have their lost ones. Most of them are thieves and ritualists and they started kidnapping in this country, then why don't they destroy their houses and kill them, only the one who is caught for crime is punished?",2022-01-13T06:47:50+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163447026009727,0,racist,1
1114,Mesukayi musu kokuma suna boye Yan ta'addane, They are hiding terrorists,2022-01-13T14:19:17+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163543939333369,0,terrorist,1
1115,Ba ruwan doka da yawa shekarun ka. Ba ruwan Allah da hastin kasuwa, It doesn't matter how old you are. God has nothing to do with the haste of the market,2022-01-14T12:44:02+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=6928425313894722,0,racist,1
1117,"Wanna kafa Allah ya kulleki,babu alkhairi a ciki ki sai sharri,Hausa Fulani ku lura"," God bless you, there is no good in it but evil, Hausa Fulani, take care",2022-01-12T21:44:00+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163366519351111,0,hateful,1
1119,Wanan hauka ne aiki ba hankali wajen masu laifi yakamata su tafi, This is a crazy job and the criminals should go,2022-01-13T15:22:53+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163557909331972,0,terrorist,1
1122,"wannan ae zalunci ne sbd ba rushe musu gida yakamata kuyi ba kama su zaku yi idan har masu laifi ne, ba fulani ne kad'ai 'yan ta'adda ba kowacce qabila hausa, igbo, yoruba, kanuri duk akwai 'yan ta'adda da barayi aciki Amma sbd mu aka raina laifin mu yafi fitowa fili ku duba ku gani su waye BOKO HARAM? menene basu yi ba ? sannan su waye IPOB ? duk ba masu laifi ba ne kenan","This is injustice because you should not destroy their house, you should arrest them if they are criminals, not only Fulani are terrorists, every tribe Hausa, Igbo, Yoruba, Kanuri all have terrorists. and thieves in it. But because we are despised, our crime is better to come out, look and see who are BOKO HARAM? what didn't they do? and who are IPOB? they are not all criminals",2022-01-13T09:30:17+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163476876006742,0,terrorist,1
1125,To kila sunada illa  ne  Fulani Ku Gera halinku," So maybe they are bad Fulani, improve your behavior",2022-01-14T20:58:38+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=2008238066018507,0,terrorist,1
1126,Ko duniya suka kafa a rushe su," Even if they set up the world, they will be destroyed",2022-01-14T03:05:34+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=463236441856325,0,terrorist,1
1129,Akwai dai abinda Suka hango suka rushe gidajen, There are things that they saw and destroyed the houses,2022-01-12T20:22:35+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163352419352521,0,terrorist,1
1131,Hakan yananufin zalincine Koh adalci, That means injustice to Koh justice,2022-01-12T21:34:01+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163365016017928,0,terrorist,1
1133,'Yan iskan Afirka,African bastards,2022-01-12T18:39:07+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163334929354270,0,terrorist,1
1134,"Da ace wata kabila ke zuluntar Yan arewa yadda Fulani keyi, da yanzu Najeriya ta dau zafi. Misalai ace kabilar Igbo ko yarbawa me aikata wadannan ta'addanci da yanzu arewa ta dauki matakai masu zafi akansu

Wasu kayukanmu suna da sama da shekaru 300 Amma Fulani sun tada su"," If another tribe was oppressing the northerners like the Fulani, Nigeria would be in trouble now. For example, why did the Igbo or Yoruba tribes commit these acts of terrorism and now the north has taken harsh measures against them?",2022-01-13T09:56:51+0000,7,1,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163481606006269,0,hateful,1
1136,And Inna labarun wayen da aka rusa naso gidan? Aka kuma kashe su da yaransu? Zancen banxa ia kabilanci mu yan arewa ke hana mu samun nasara ga yan ta ada wlh,"And Mom, whose house was destroyed? Were they and their children killed? The talk of racism and tribalism is what prevents us from getting success for the people of the north",2022-01-12T18:39:13+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163334956020934,0,terrorist,1
1137,"An rushe musu gidaje babu wani dalili, wannan zalumci ne kuma baze haifar da da mai ido ba. Ta’addancin wasu tsuraru daga wata kabila baya nufin a zangwame Duk wanda ya fito daga wannan kabilar, Idan har gaskiya akeso ya zama wajibi gwabnati ta dauki mataki akan hakan domin matsalar kidnapping da ta’addancin wasu daga cikin fulani suke aikatawa ya samo asaline daga zalumtar su da akeyi a baya makamancin irin wannan. Idan har sun aikata wani laifi? Tunda mazauna ne  ba masu yawo bane sai a kaisu ga hukuma domin shigar dasu kotu tayi musu hukunci dai-dai da laifinsu tunda akwai doka da kasa ta tanada, ba kawai Ko wane dan-iska ya dauki doka a hannunsa ba. Hakan yana daga cikin abunda ya saka mu a halin da muke ciki a yau a Nigeria, zalumci da yin hukunci ba bisa doka ba. Ya kamata jama’a mu gane cewa yin hakan baze kawo karshen tsalar tsaro ba saide ya kara shi. Yanxun su da aka rushe wa gida ba bisa dalili ko ka’ida ba, meye muke tunanin hakan zai haifar, sannan Ina akace su koma idan ba daji ba, kuma tunda babu inda Zasu kai kuka me ake tunanin Zasu aikata in ba su dauki fansa ba akan bayin Allah da basu ji ba basu gani ba. A gaskiya wannan ba dubara bace, kuma ya zama wajibi gobnati tayi wa abubuwa garan bawul Idan har tana son zaman lafiya ya daure a kasar nan. Allah ya karawa hukumomin tsaron mu gaskiya da karfin gwiwa wajen yin abunda ya dace ba bisa son rai ba ko kuma wani bukatu na wasu gurbatattun cikinsu ba. Allah ya daura su bisa duk wani mugu tare da basu nasara akansu","Their houses were destroyed for no reason, this is cruelty and it does not cause anyone with an eye. Terrorism by some people from another tribe does not mean that everyone who comes from this tribe should be insulted. oppressing them in the past similar to this. If they have committed a crime? Since they are residents and not wanderers, they should be brought to the authorities so that the court can judge them according to their crime since there is a law provided by the country, not just any scoundrel who takes the law into his hands. This is one of the things that has put us in the situation we are in today in Nigeria, cruelty and judging without the law. The public should understand that doing this does not end the security crisis, but increases it. Their homes were demolished without any reason or law, what do we think this will cause, and I told them to go back if not to the forest, and since there is nowhere for them to cry, what do you think they will do if they do not take revenge not on the servants of God who have not heard or seen. In fact, this is not an oversight, and it is necessary for the government to put a stop to things if it wants peace to prevail in this country. May Allah increase our security agencies with honesty and strength in doing what is right and not based on their own will or the needs of some of them who are corrupt. God binds them against all evil and gives them victory over them",2022-01-13T10:52:19+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163494096005020,0,hateful,1
1138,"Su fulanin kwanan nan sama da mutum 300 suka kashe a zamfara, sanan suka tashi kauyukan jama'a kodan bahaushe baisan ciwon kansa ba yasa ake shiru","They have recently killed more than 300 people in Zamfara, and they have gone to the villages of the people, even though the people are not suffering from cancer, so they are silent.",2022-01-12T18:24:46+0000,0,3,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163332266021203,0,racist,1
1139,Ya yi dai dai ya  da duk in hillani ke Ta addanci a hana ma su zama daji a wajan., He just said that all those who are terrorizing Hillani should be prevented from becoming wild.,2022-01-12T22:09:24+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163369962684100,0,hateful,1
1140,"Abun tambaya a nan shine: 
1. Shin filin da rugagen suke, asalin na wa ne ne? In filin soja ne, kawai sun share kun zauna, ai Fulanin ba su da case.
2. Akwai wata sahihiyan shaida, alama ko takardan da ke nuna cewa wannan filin na Fulanin ne?"," The question here is: 1. Is the land where the rugs are located, whose origin is it? If it's a military field, they just cleared you to stay, but the Fulani have no case. 2. Is there any authentic evidence, sign or document that shows that this land belongs to Fulani?",2022-01-13T08:00:29+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163459429341820,0,terrorist,1
1152,Wannan rashin hankali ne da zalunci., This is irrational and cruel.,2022-01-12T20:17:52+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163351549352608,0,hateful,1
1157,"Kuskure ne ayi labelling Fulanin daji a matsayin yan ta,adda
Kashi 90% koma fiye da haka daga Cikin Fulanin daji ba yan ta,adda bane
Masu wannaan barnar tsageru ne kawaii mafi yawancin su ma ba yan Nigeria bane
Munyi zaman lfy da Fulani a lokacin baya

Wannaan kawaii makiya ne wayanda basaso mu cigaba sukeso mu kashe junanmu 

Tare da taimakon munaafiqan Cikin gida"," It is a mistake to label the wild Fulani as rebels. 90% of the wild Fulani are not rebels. The people who are doing this damage are just militants, most of them are not even Nigerians. These are just enemies who don't want us to continue and want to kill each other with the help of our domestic enemies.",2022-01-14T20:31:53+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=686301522394088,0,terrorist,1
1160,"Ruwa bayasami banza, akwai ayukan ta'adancin sama da shekaru52wanda aka fada,yaya za ayi gida cikin jeji,Killa ma wayanda aka dauko sure domin gini tuni an halakar dasu,domim sori ne kada kowa ya game ayukan munafukai"," Water is not wasted, there are acts of terrorism for more than 52 years that have been said, how can a house be built in the desert, maybe even the ones that were taken for construction have already been destroyed.",2022-01-14T14:45:41+0000,0,0,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=331205072197589,0,terrorist,1
1161,"Assalamu'alaikum warahamatullahi'ta'alah wabarakatuhum,jama'a da fatan kuna cikin koshin lafiya ina godiya ga Allah daya hadani da (Muhammad isah) Wanda ya hadamin maganin HIV na warke,da kuma abokina dake fama da matsalan hypertitise B)shima yayi anfani da maganin ya warke, din mai irin matsalan ko wani irin cutane zaku iya saminshi ta WhatsApp da lambannan(08079360367) ko ku kirashi","Assalamu'alaikum warahamatullahi'ta'alah wabarakatuhum, people, I hope you are in good health. I thank God for me (Muhammad Isah) who took HIV treatment and I was cured, and my friend who is suffering from hypertitis B) also did it. If the medicine cures you, if you have any kind of problem or any kind of disease, you can contact him via WhatsApp with these numbers (08079360367) or call him",2022-01-13T12:03:59+0000,0,1,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163507549337008,0,terrorist,1
1162,"Eh Wanna Kam Babu Adalci Acikin Wanna Abu   Dalili Shine Kawai   Don Ace Fulani Sune Yan Kidnapped da Yan Bindiga Dadin Wanna Bawai Yana Nufi  Kowani Fulani ne.  Dan Bindiga Ba   Akowani Yare  Ko Kuma  Addini Akwai Mutane Kirki Kwai  Mutumi ne Banza Acikin Su. 

Don Haka Muna Kiraga Hukumar Sojan Najeriya  Tadubi Girman Allah Tabiya Wanna Bayi Allah nan  Diya Asadar da Aka Musu  💁💁💁💁💁💁 Indai Mudu  Tayi Bincike Tagano  Fulani Suke da Gaskiya"," Yes, there is no justice in this matter, the reason is just to say that the Fulani are the ones who have been kidnapped by the gunmen. A gunman doesn't know language or religion. There are people who are stupid and empty. That's why we are calling on the Nigerian Army to pay attention to the glory of God. These are the servants of God.",2022-01-12T19:36:44+0000,7,4,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163344339353329,0,terrorist,1
1163,"Jahilci da dabbanci kuka nuna afili,tsuran zalunci kudaga mutane a muhallansu batare da kun Samar musu da wani gunzama ko kun basu diya ba,irin wayannan abubuwan suna 1 daga cikin abunda suke Kara tabarbara fannin tsaro,me kuke tsammanin wayannan mutanen zasu zama inhar basufi karfin zuciyansu ba? Kiwo da numa dashi suka dogara yanzu babu muhallin,al Umma kukasance masu adalci bayanda za'ayi laifin wasu ya shafi wasu.","Ignorance and barbarism you have shown clearly, the fear of cruelty to people in their homes, even if you have provided them with a wife or given them a daughter, these kinds of things are one of the things that worsen the security sector, what do you think these people will become in the future their heart is not strong? Breeding and breeding depended on it now there is no environment, the Ummah will be the righteous people after the crime of some will affect others.",2022-01-12T17:38:12+0000,30,35,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163324389355324,0,terrorist,1
1164,"To, indai ansame su da cutar da al'umma ya dace hakan, amma in bawani dalilin laifi akai musu hakan, gaskiya wannan akwai zalunci, Allah ya haramta zalunci"," So, if they are found to have harmed the community, that is appropriate, but if there is no reason to blame them for that, then this is really wrong, God forbids wrongdoing.",2022-01-12T13:48:49+0000,15,20,ha,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163276826026747,0,terrorist,1
1165,"Allah yasa masu hankali sugane wanna bayani bawai ana so mu ilmanta bane,a a ana nuna mana cewa Fulani zuwa kano sukayi ba yan qasa bane,anasone a haifar da rikici tsakanin bahaushe da bafullace sabida a karya qarfinsu,Allah ya ganar damu,yakuma tona asirin masu wanna aniyar"," God made the intelligent people aware that this information is not intended for us to learn, but it shows us that the Fulani who came to Kano are not natives, it is a way to create a conflict between the Bahews and the Bafuls because of breaking their strength. those who have this intention",2022-01-12T15:34:06+0000,20,5,ha,https://www.facebook.com/103933248627772/posts/163187372702359/?comment_id=163298819357881,0,terrorist,1
